Subject,SessionDate,SessionTime,Sex,SexNum,Age,NativeLanguage,watch_movies,enjoy_scary_movies,watch_scary_movies,TV_with_screams,know_about_movies_actors,know_video_gmes,play_action_vid_gmes,confid_about_scrms_expt,diff_making_choice_expt,reading_emotions,CambridgeBehaviourScale,Trial,SoundFile2,StimType,Duration_1,Duration_2,Sound_End_Time,ScreamerSex,CorrectAnswer,Stimulus.RESP,ACC,Stimulus.RT,Actual_Latency
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,27,SameVocalizer_4,1.00,1163.00,1175.00,6044.00,1.00,1,1,1.00,8071,2027.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,57,SameVocalizer_5,1.00,1250.00,870.00,4270.00,0.00,1,1,1.00,5252,982.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,41,SameVocalizer_6,1.00,1305.00,1044.00,4409.00,0.00,1,1,1.00,5389,980.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,40,SameVocalizer_7,1.00,1305.00,891.00,4439.00,0.00,1,2,0.00,6601,2162.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,15,SameVocalizer_8,1.00,487.00,468.00,3307.00,1.00,1,2,0.00,3544,237.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,30,SameVocalizer_9,1.00,1818.00,1794.00,5841.00,1.00,1,1,1.00,5947,106.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,37,SameVocalizer_10,1.00,466.00,496.00,3212.00,1.00,1,1,1.00,3992,780.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,45,SameVocalizer_11,1.00,496.00,636.00,3415.00,1.00,1,1,1.00,4501,1086.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,33,SameVocalizer_12,1.00,1752.00,2024.00,5978.00,0.00,1,2,0.00,6765,787.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,25,SameVocalizer_13,1.00,1418.00,1326.00,5210.00,0.00,1,1,1.00,5492,282.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,50,SameVocalizer_14,1.00,677.00,679.00,3760.00,0.00,1,1,1.00,4844,1084.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,60,SameVocalizer_15,1.00,677.00,990.00,4003.00,0.00,1,1,1.00,4663,660.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,11,SameVocalizer_16,1.00,3636.00,4663.00,10677.00,0.00,1,1,1.00,11041,364.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,13,SameVocalizer_17,1.00,1635.00,1326.00,5182.00,0.00,1,1,1.00,6233,1051.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,49,SameVocalizer_18,1.00,533.00,659.00,3443.00,0.00,1,2,0.00,4768,1325.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,10,SameVocalizer_19,1.00,2078.00,1955.00,6320.00,0.00,1,1,1.00,6554,234.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,38,SameVocalizer_20,1.00,2050.00,1517.00,5594.00,0.00,1,1,1.00,6534,940.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,23,SameVocalizer_21,1.00,898.00,1517.00,4555.00,0.00,1,2,0.00,4855,300.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,1,SameVocalizer_22,1.00,641.00,389.00,3506.00,0.00,1,1,1.00,3695,189.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,18,SameVocalizer_23,1.00,6076.00,7904.00,16542.00,0.00,1,1,1.00,16738,196.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,2,SameVocalizer_24,1.00,1290.00,1262.00,4642.00,0.00,1,2,0.00,5221,579.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,53,DifferentVocalizer_1,2.00,893.00,679.00,3725.00,0.00,2,2,1.00,4734,1009.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,22,DifferentVocalizer_2,2.00,1351.00,1084.00,4823.00,1.00,2,2,1.00,4881,58.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,35,DifferentVocalizer_3,2.00,1351.00,1175.00,5427.00,1.00,2,2,1.00,6177,750.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,43,DifferentVocalizer_4,2.00,891.00,665.00,3640.00,0.00,2,2,1.00,6070,2430.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,48,DifferentVocalizer_5,2.00,1818.00,1831.00,5708.00,1.00,2,2,1.00,7478,1770.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,8,DifferentVocalizer_6,2.00,487.00,371.00,3323.00,1.00,2,2,1.00,3829,506.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,52,DifferentVocalizer_7,2.00,2923.00,2782.00,8110.00,1.00,2,2,1.00,9072,962.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,56,DifferentVocalizer_8,2.00,636.00,749.00,3523.00,1.00,2,2,1.00,4151,628.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,51,DifferentVocalizer_9,2.00,1726.00,1134.00,6700.00,0.00,2,2,1.00,7723,1023.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,42,DifferentVocalizer_10,2.00,888.00,870.00,4015.00,0.00,2,2,1.00,4682,667.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,20,DifferentVocalizer_11,2.00,677.00,893.00,3824.00,0.00,2,2,1.00,4394,570.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,28,DifferentVocalizer_12,2.00,3365.00,4632.00,10086.00,1.00,2,2,1.00,11244,1158.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,19,DifferentVocalizer_13,2.00,1326.00,1301.00,4776.00,0.00,2,2,1.00,5039,263.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,54,DifferentVocalizer_14,2.00,1583.00,1517.00,5407.00,0.00,2,2,1.00,5989,582.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,29,DifferentVocalizer_15,2.00,487.00,562.00,3424.00,1.00,2,2,1.00,3960,536.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,34,DifferentVocalizer_16,2.00,945.00,1259.00,4568.00,0.00,2,2,1.00,5693,1125.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,12,DifferentVocalizer_17,2.00,645.00,420.00,3120.00,0.00,2,2,1.00,3508,388.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,17,DifferentVocalizer_18,2.00,1170.00,1173.00,5887.00,0.00,2,2,1.00,5702,-185.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,58,DifferentVocalizer_19,2.00,1794.00,1044.00,5306.00,0.00,2,2,1.00,5849,543.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,31,DifferentVocalizer_20,2.00,916.00,1046.00,3982.00,0.00,2,2,1.00,5237,1255.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,3,DifferentVocalizer_21,2.00,916.00,1046.00,3982.00,0.00,2,2,1.00,4356,374.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,24,DifferentVocalizer_22,2.00,916.00,757.00,4117.00,0.00,2,2,1.00,5254,1137.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,5,DifferentVocalizer_23,2.00,2581.00,2362.00,7251.00,0.00,2,2,1.00,7477,226.00
13,11-Nov-11,2:46:05 PM,Female,0.00,20,Hindi,5,3,4,3,3,2,1,3,3,4,54,59,DifferentVocalizer_24,2.00,1290.00,1300.00,4623.00,0.00,2,2,1.00,5462,839.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,25,DurationModified_1,0.00,1516.00,1006.00,5927.00,0.00,1,1,1.00,7636,1709.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,44,DurationModified_2,0.00,1024.00,536.00,4611.00,0.00,1,1,1.00,5207,596.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,47,DurationModified_3,0.00,2756.00,1830.00,8340.00,0.00,1,1,1.00,8433,93.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,8,DurationModified_4,0.00,839.00,973.00,4337.00,0.00,1,1,1.00,4669,332.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,31,DurationModified_5,0.00,4599.00,3951.00,10891.00,0.00,1,1,1.00,11324,433.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,19,DurationModified_6,0.00,420.00,382.00,2895.00,1.00,1,1,1.00,3796,901.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,54,DurationModified_7,0.00,2579.00,1297.00,6154.00,0.00,1,1,1.00,6622,468.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,45,DurationModified_8,0.00,3662.00,3013.00,9210.00,0.00,1,1,1.00,9371,161.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,24,DurationModified_9,0.00,1583.00,1321.00,5504.00,0.00,1,1,1.00,6234,730.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,50,DurationModified_10,0.00,2888.00,3611.00,9173.00,1.00,1,1,1.00,9368,195.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,46,DurationModified_11,0.00,2938.00,3324.00,8308.00,0.00,1,1,1.00,7877,-431.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,60,DurationModified_12,0.00,1900.00,1279.00,5285.00,0.00,1,1,1.00,6018,733.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,6,SameVocalizer_1,1.00,1163.00,1175.00,5347.00,1.00,1,2,0.00,5358,11.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,9,SameVocalizer_2,1.00,950.00,1175.00,4623.00,1.00,1,1,1.00,5745,1122.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,1,SameVocalizer_3,1.00,950.00,1084.00,5338.00,1.00,1,1,1.00,5687,349.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,35,SameVocalizer_4,1.00,1163.00,1175.00,6044.00,1.00,1,1,1.00,6274,230.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,34,SameVocalizer_5,1.00,1250.00,870.00,4270.00,0.00,1,1,1.00,4993,723.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,37,SameVocalizer_6,1.00,1305.00,1044.00,4409.00,0.00,1,1,1.00,5066,657.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,58,SameVocalizer_7,1.00,1305.00,891.00,4439.00,0.00,1,1,1.00,5787,1348.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,18,SameVocalizer_8,1.00,487.00,468.00,3307.00,1.00,1,1,1.00,4828,1521.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,5,SameVocalizer_9,1.00,1818.00,1794.00,5841.00,1.00,1,1,1.00,6469,628.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,12,SameVocalizer_10,1.00,466.00,496.00,3212.00,1.00,1,1,1.00,4085,873.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,27,SameVocalizer_11,1.00,496.00,636.00,3415.00,1.00,1,1,1.00,6990,3575.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,23,SameVocalizer_12,1.00,1752.00,2024.00,5978.00,0.00,1,2,0.00,6698,720.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,20,SameVocalizer_13,1.00,1418.00,1326.00,5210.00,0.00,1,1,1.00,5822,612.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,48,SameVocalizer_14,1.00,677.00,679.00,3760.00,0.00,1,1,1.00,4367,607.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,32,SameVocalizer_15,1.00,677.00,990.00,4003.00,0.00,1,1,1.00,5121,1118.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,57,SameVocalizer_16,1.00,3636.00,4663.00,10677.00,0.00,1,1,1.00,11188,511.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,55,SameVocalizer_17,1.00,1635.00,1326.00,5182.00,0.00,1,1,1.00,5683,501.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,4,SameVocalizer_18,1.00,533.00,659.00,3443.00,0.00,1,1,1.00,4811,1368.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,59,SameVocalizer_19,1.00,2078.00,1955.00,6320.00,0.00,1,1,1.00,6613,293.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,30,SameVocalizer_20,1.00,2050.00,1517.00,5594.00,0.00,1,1,1.00,6111,517.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,40,SameVocalizer_21,1.00,898.00,1517.00,4555.00,0.00,1,2,0.00,5335,780.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,26,SameVocalizer_22,1.00,641.00,389.00,3506.00,0.00,1,1,1.00,4330,824.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,11,SameVocalizer_23,1.00,6076.00,7904.00,16542.00,0.00,1,1,1.00,16760,218.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,38,SameVocalizer_24,1.00,1290.00,1262.00,4642.00,0.00,1,1,1.00,5375,733.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,3,DifferentVocalizer_1,2.00,893.00,679.00,3725.00,0.00,2,1,0.00,4659,934.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,33,DifferentVocalizer_2,2.00,1351.00,1084.00,4823.00,1.00,2,2,1.00,5302,479.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,41,DifferentVocalizer_3,2.00,1351.00,1175.00,5427.00,1.00,2,2,1.00,6021,594.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,43,DifferentVocalizer_4,2.00,891.00,665.00,3640.00,0.00,2,2,1.00,4624,984.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,13,DifferentVocalizer_5,2.00,1818.00,1831.00,5708.00,1.00,2,2,1.00,6101,393.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,7,DifferentVocalizer_6,2.00,487.00,371.00,3323.00,1.00,2,2,1.00,3843,520.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,51,DifferentVocalizer_7,2.00,2923.00,2782.00,8110.00,1.00,2,1,0.00,8527,417.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,10,DifferentVocalizer_8,2.00,636.00,749.00,3523.00,1.00,2,2,1.00,4895,1372.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,29,DifferentVocalizer_9,2.00,1726.00,1134.00,6700.00,0.00,2,2,1.00,7333,633.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,21,DifferentVocalizer_10,2.00,888.00,870.00,4015.00,0.00,2,2,1.00,4872,857.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,15,DifferentVocalizer_11,2.00,677.00,893.00,3824.00,0.00,2,1,0.00,5035,1211.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,36,DifferentVocalizer_12,2.00,3365.00,4632.00,10086.00,1.00,2,1,0.00,11003,917.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,22,DifferentVocalizer_13,2.00,1326.00,1301.00,4776.00,0.00,2,2,1.00,5320,544.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,39,DifferentVocalizer_14,2.00,1583.00,1517.00,5407.00,0.00,2,1,0.00,8735,3328.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,42,DifferentVocalizer_15,2.00,487.00,562.00,3424.00,1.00,2,2,1.00,4451,1027.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,49,DifferentVocalizer_16,2.00,945.00,1259.00,4568.00,0.00,2,1,0.00,5150,582.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,16,DifferentVocalizer_17,2.00,645.00,420.00,3120.00,0.00,2,1,0.00,4320,1200.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,2,DifferentVocalizer_18,2.00,1170.00,1173.00,5887.00,0.00,2,2,1.00,5780,-107.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,17,DifferentVocalizer_19,2.00,1794.00,1044.00,5306.00,0.00,2,2,1.00,5780,474.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,14,DifferentVocalizer_20,2.00,916.00,1046.00,3982.00,0.00,2,2,1.00,4610,628.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,52,DifferentVocalizer_21,2.00,916.00,1046.00,3982.00,0.00,2,2,1.00,4487,505.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,53,DifferentVocalizer_22,2.00,916.00,757.00,4117.00,0.00,2,2,1.00,4794,677.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,28,DifferentVocalizer_23,2.00,2581.00,2362.00,7251.00,0.00,2,2,1.00,7471,220.00
14,14-Nov-11,1:28:39 PM,Female,0.00,19,English,5,4,3,4,3,3,3,3,2,4,63,56,DifferentVocalizer_24,2.00,1290.00,1300.00,4623.00,0.00,2,1,0.00,5860,1237.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,6,DurationModified_1,0.00,1516.00,1006.00,5927.00,0.00,1,1,1.00,7104,1177.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,23,DurationModified_2,0.00,1024.00,536.00,4611.00,0.00,1,1,1.00,5503,892.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,25,DurationModified_3,0.00,2756.00,1830.00,8340.00,0.00,1,1,1.00,8492,152.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,30,DurationModified_4,0.00,839.00,973.00,4337.00,0.00,1,1,1.00,5158,821.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,60,DurationModified_5,0.00,4599.00,3951.00,10891.00,0.00,1,1,1.00,11210,319.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,50,DurationModified_6,0.00,420.00,382.00,2895.00,1.00,1,1,1.00,3400,505.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,33,DurationModified_7,0.00,2579.00,1297.00,6154.00,0.00,1,1,1.00,6949,795.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,39,DurationModified_8,0.00,3662.00,3013.00,9210.00,0.00,1,1,1.00,9496,286.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,5,DurationModified_9,0.00,1583.00,1321.00,5504.00,0.00,1,1,1.00,7020,1516.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,20,DurationModified_10,0.00,2888.00,3611.00,9173.00,1.00,1,1,1.00,10438,1265.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,13,DurationModified_11,0.00,2938.00,3324.00,8308.00,0.00,1,1,1.00,8947,639.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,57,DurationModified_12,0.00,1900.00,1279.00,5285.00,0.00,1,1,1.00,5768,483.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,21,SameVocalizer_1,1.00,1163.00,1175.00,5347.00,1.00,1,1,1.00,5346,-1.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,35,SameVocalizer_2,1.00,950.00,1175.00,4623.00,1.00,1,1,1.00,5471,848.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,26,SameVocalizer_3,1.00,950.00,1084.00,5338.00,1.00,1,1,1.00,5446,108.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,42,SameVocalizer_4,1.00,1163.00,1175.00,6044.00,1.00,1,1,1.00,7497,1453.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,45,SameVocalizer_5,1.00,1250.00,870.00,4270.00,0.00,1,1,1.00,5604,1334.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,16,SameVocalizer_6,1.00,1305.00,1044.00,4409.00,0.00,1,1,1.00,5283,874.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,48,SameVocalizer_7,1.00,1305.00,891.00,4439.00,0.00,1,1,1.00,5804,1365.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,54,SameVocalizer_8,1.00,487.00,468.00,3307.00,1.00,1,1,1.00,3957,650.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,52,SameVocalizer_9,1.00,1818.00,1794.00,5841.00,1.00,1,1,1.00,6287,446.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,2,SameVocalizer_10,1.00,466.00,496.00,3212.00,1.00,1,1,1.00,5167,1955.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,1,SameVocalizer_11,1.00,496.00,636.00,3415.00,1.00,1,1,1.00,5135,1720.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,11,SameVocalizer_12,1.00,1752.00,2024.00,5978.00,0.00,1,1,1.00,7620,1642.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,56,SameVocalizer_13,1.00,1418.00,1326.00,5210.00,0.00,1,1,1.00,5625,415.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,49,SameVocalizer_14,1.00,677.00,679.00,3760.00,0.00,1,1,1.00,4557,797.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,47,SameVocalizer_15,1.00,677.00,990.00,4003.00,0.00,1,1,1.00,4528,525.00
15,14-Nov-11,1:48:43 PM,Female,0.00,20,English,3,1,1,3,4,3,2,3,2,4,51,12,SameVocalizer_16,1.00,3636.00,4663.00,10677.00,0.00,1,1,1.00,11240,563.00
